skill_id,skill_name,skill_category,skill_complexity,skill_impact_score,skill_wg_credits,skill_experience_points
87c4e2ed-8fd3-41eb-8c61-1654e94893ee,Event Planning,Administrative and Operational Support,3.0,7.2,55.62068965517241,56.71102661596957
534d5d43-092e-4e63-a8c9-75fcf855323e,Event Planning,Administrative and Operational Support,3.0,9.3,64.15517241379311,60.098859315589365
53c46d49-7a41-4e18-a7f7-e63713940dab,Data Entry,Administrative and Operational Support,3.0,7.8999999999999995,59.0344827586207,53.32319391634981
50367dd2-e091-4bfa-aaf8-600589c93b26,Data Entry,Administrative and Operational Support,2.0,7.8999999999999995,41.96551724137932,38.26615969581749
59a79e26-dbb4-4ee8-87a8-48b75578ee1d,Data Entry,Administrative and Operational Support,5.0,6.699999999999999,88.05172413793105,90.5893536121673
1614b911-58ee-440a-884f-6dbf8f81f39e,Data Entry,Administrative and Operational Support,3.0,9.6,64.15517241379311,61.980988593155885
31ad7480-2dc3-46dd-912c-4450e5b2d948,Data Entry,Administrative and Operational Support,1.0,2.9000000000000004,7.827586206896552,7.399239543726235
8f720996-430f-4090-ae34-45aa33694f64,Data Entry,Administrative and Operational Support,4.0,1.6,53.913793103448285,58.59315589353612
b479ef84-e10b-4aa1-8a7b-718fd73213a2,Data Entry,Administrative and Operational Support,2.0,5.3,33.43103448275862,34.878326996197714
c30765f2-2cd2-4518-afdb-79137156a06a,Data Entry,Administrative and Operational Support,5.0,6.499999999999999,88.05172413793105,92.09505703422052
21ac8261-2e3a-49f4-8430-acda67176a74,Data Entry,Administrative and Operational Support,1.0,6.6,19.77586206896552,16.057034220532323
70c8aec9-ff0d-4837-b404-64f9f7439765,Data Entry,Administrative and Operational Support,5.0,5.2,82.93103448275863,88.33079847908745
2b5e52c6-97b1-4a21-8f41-4361994925db,Logistics Management,Administrative and Operational Support,4.0,9.9,82.93103448275863,77.79087452471482
3cd813dd-ba3c-4ce8-a846-c171bed47765,Logistics Management,Administrative and Operational Support,5.0,5.1,82.93103448275863,90.212927756654
04266662-5c03-44c9-915b-1fac92f5f998,Logistics Management,Administrative and Operational Support,3.0,3.6,43.672413793103445,48.80608365019011
0fc0cdca-8629-44bd-81e1-5d6b70d9955d,Logistics Management,Administrative and Operational Support,3.0,7.4,57.327586206896555,52.570342205323186
07cc2cb9-e1ed-44e2-895a-c737faa32fbb,Logistics Management,Administrative and Operational Support,3.0,5.3999999999999995,50.5,47.30038022813689
40cbf1c3-c9f8-410e-a79c-2e7f06e0ff56,Logistics Management,Administrative and Operational Support,2.0,10.0,48.79310344827587,40.90114068441065
cfb4deed-9de4-43b8-b12e-a415a8896633,Logistics Management,Administrative and Operational Support,2.0,9.3,47.08620689655173,36.38403041825095
b8aac371-bec5-43e3-a3fb-6957000b28e0,Logistics Management,Administrative and Operational Support,5.0,2.8,76.10344827586206,80.42585551330797
2dc100af-cc69-42af-a161-7a57b3831885,Logistics Management,Administrative and Operational Support,1.0,8.6,26.603448275862064,21.70342205323194
aa2d27d9-ba5a-499f-af00-bacc787a0cd5,Logistics Management,Administrative and Operational Support,5.0,2.0999999999999996,72.6896551724138,80.42585551330797
b2311f51-03ad-4609-bc23-29ef70490152,Project Coordination,Administrative and Operational Support,2.0,2.3000000000000003,23.18965517241379,26.220532319391637
554aee58-bdb1-45d5-8b58-dd09ef49aa04,Project Coordination,Administrative and Operational Support,1.0,5.1,14.655172413793107,11.539923954372625
d1ed323c-45ab-4fa0-9cd6-740678224483,Project Coordination,Administrative and Operational Support,5.0,9.8,100.0,94.35361216730037
709edc4c-4256-4f83-ac48-9523e3877ca7,Project Coordination,Administrative and Operational Support,1.0,1.9,4.413793103448274,8.528517110266158
eafbcf9c-de45-497e-8279-93b5064c4a4e,Project Coordination,Administrative and Operational Support,1.0,8.8,28.310344827586206,19.068441064638783
ce5b7ce0-17cb-4949-8235-efb9fbfa87a6,Project Coordination,Administrative and Operational Support,1.0,9.7,30.01724137931035,17.186311787072245
7f9efced-f57d-4a75-9b7a-cc5dbe993d45,Project Coordination,Administrative and Operational Support,2.0,3.1,24.896551724137932,28.102661596958175
5b04ffd4-c93d-4295-9e76-3de8f65d22e9,Project Coordination,Administrative and Operational Support,4.0,6.3999999999999995,70.98275862068965,72.52091254752851
88e4362d-ae2b-4f7a-af6b-647ba94eb61d,Project Coordination,Administrative and Operational Support,1.0,6.0,18.068965517241377,10.787072243346008
e7cbe83b-6954-4439-b1f3-f3dc161b3938,Project Coordination,Administrative and Operational Support,2.0,1.9,21.482758620689655,22.456273764258558
800889b5-edc3-4df9-8c02-76cc31949d8b,Budgeting and Financial Planning,Administrative and Operational Support,4.0,2.4,57.327586206896555,62.73384030418251
675132e8-30a9-4acf-a76d-52ed76916c31,Budgeting and Financial Planning,Administrative and Operational Support,5.0,7.2,89.75862068965517,89.83650190114068
e3c23f91-c4bb-4f13-ad41-ce8c9b8a897e,Budgeting and Financial Planning,Administrative and Operational Support,1.0,6.699999999999999,19.77586206896552,17.56273764258555
b7f8c02c-fa22-4689-8803-ae6b710ce3af,Budgeting and Financial Planning,Administrative and Operational Support,2.0,6.0,35.13793103448276,34.878326996197714
b4dc51d3-c9ff-4d9d-abac-a1c4e9f4b520,Budgeting and Financial Planning,Administrative and Operational Support,5.0,2.2,72.6896551724138,84.56653992395437
5ed8f241-9bc3-48d6-a4a5-9001b9cec2ae,Budgeting and Financial Planning,Administrative and Operational Support,4.0,6.9,72.6896551724138,71.39163498098858
f98e762d-9d40-425a-bbc0-1b095f320b79,Budgeting and Financial Planning,Administrative and Operational Support,2.0,6.9,38.55172413793103,37.88973384030418
b70b5147-7df2-4bf9-97c0-33c7812c18d2,Budgeting and Financial Planning,Administrative and Operational Support,2.0,8.5,43.672413793103445,35.631178707224336
1e42f79e-fc94-459e-9ec0-0e762709f525,Budgeting and Financial Planning,Administrative and Operational Support,4.0,2.2,55.62068965517241,60.851711026615966
1878526e-e027-4a2d-81bb-424fe4cdc809,Budgeting and Financial Planning,Administrative and Operational Support,5.0,5.8,86.34482758620689,90.212927756654
5b8c2d5b-ae0d-4355-9045-e1d07ca364ed,Public Speaking,Communication and Outreach,5.0,3.4,77.8103448275862,81.93155893536121
b552dbb1-c4c7-4886-b2e3-adb697fa67af,Public Speaking,Communication and Outreach,4.0,5.3,67.56896551724138,69.13307984790875
e89fc22a-10ed-4700-9d82-58c617c7e82d,Public Speaking,Communication and Outreach,1.0,5.5,16.362068965517242,10.787072243346008
9843a732-0863-4635-9655-fda2727d4028,Public Speaking,Communication and Outreach,3.0,2.7,40.258620689655174,44.66539923954373
8f553a8e-a184-4f04-a3ec-b91d6732a86b,Public Speaking,Communication and Outreach,3.0,2.0,38.55172413793103,46.92395437262358
3d437e25-b810-4c3a-98cd-78aefca647e9,Public Speaking,Communication and Outreach,2.0,3.1,24.896551724137932,26.59695817490494
e1b45e27-454e-498a-b61b-ffab6cedf61d,Public Speaking,Communication and Outreach,3.0,6.3,53.913793103448285,55.20532319391635
0fbb85ce-0508-4107-8d86-c3d21a7c7f74,Public Speaking,Communication and Outreach,3.0,6.699999999999999,53.913793103448285,53.32319391634981
377e7178-3be8-4e55-b8bf-42065009d98a,Public Speaking,Communication and Outreach,5.0,7.6,91.4655172413793,95.10646387832699
21feefc4-febe-4d2c-9697-bad87d7821a9,Public Speaking,Communication and Outreach,4.0,3.4,60.741379310344826,68.00380228136882
c9d53300-6d20-479b-a12a-a0175d804ac3,Copywriting,Communication and Outreach,2.0,9.9,48.79310344827587,38.26615969581749
24f47c67-115b-45a9-a1d2-59400ca984a2,Copywriting,Communication and Outreach,4.0,7.8999999999999995,76.10344827586206,77.41444866920152
7a25c94f-acec-48b4-a1cc-cd5c93072b62,Copywriting,Communication and Outreach,5.0,1.3,70.98275862068965,78.92015209125475
77674560-b038-402e-8ff8-8615339d5375,Copywriting,Communication and Outreach,5.0,5.8,86.34482758620689,92.09505703422052
9db8a751-c9e0-455d-a2ad-346138f59bef,Copywriting,Communication and Outreach,5.0,1.0,69.27586206896552,78.16730038022814
6bae3797-c4e1-4937-a048-4b03a6f60f12,Copywriting,Communication and Outreach,5.0,2.4,74.39655172413794,83.81368821292776
a0bfed44-c83b-4412-982d-17440ad62162,Copywriting,Communication and Outreach,5.0,6.3999999999999995,88.05172413793105,89.46007604562737
dbddac7a-c83c-48f3-92ee-197f8901a953,Copywriting,Communication and Outreach,4.0,4.300000000000001,64.15517241379311,69.50950570342205
80180c3a-56ae-4303-9a42-1879c01fbb0f,Copywriting,Communication and Outreach,5.0,5.8999999999999995,86.34482758620689,87.57794676806083
1e6f241a-3f0e-4fab-817e-520156439825,Copywriting,Communication and Outreach,5.0,9.7,98.29310344827587,96.61216730038024
5effbfe9-8013-48c1-93a7-f845a279eb4d,Graphic Design,Communication and Outreach,2.0,1.1,18.068965517241377,23.961977186311785
59e50cb9-4e7d-4589-a4d6-5961913dbf6d,Graphic Design,Communication and Outreach,3.0,3.5,43.672413793103445,46.547528517110266
fc295531-d52a-402c-ae63-3d5d337efc93,Graphic Design,Communication and Outreach,3.0,3.7,43.672413793103445,46.171102661596954
0d0e0a56-95bb-41ea-ba1d-c8d5458a7e7b,Graphic Design,Communication and Outreach,3.0,7.8,59.0344827586207,55.95817490494297
042b3755-7180-4a02-b0bc-badfe128e5be,Graphic Design,Communication and Outreach,2.0,8.8,45.37931034482759,36.00760456273764
6605f985-a59e-4923-b529-313815f79033,Graphic Design,Communication and Outreach,5.0,7.1000000000000005,89.75862068965517,94.73003802281369
787510c7-2ecd-434b-9e2d-b9a50822f9ee,Graphic Design,Communication and Outreach,4.0,5.8999999999999995,69.27586206896552,68.38022813688212
82b1d77f-264c-476d-aacd-91574bf5c3b9,Graphic Design,Communication and Outreach,3.0,4.2,45.37931034482759,50.68821292775666
7ca38784-f709-47d3-8c60-a29cc684aa97,Graphic Design,Communication and Outreach,2.0,2.0,21.482758620689655,25.84410646387833
f6f0ffb2-097c-4f53-bc5d-2175c4d69f93,Graphic Design,Communication and Outreach,3.0,3.7,43.672413793103445,45.41825095057034
322361f2-0404-47c1-a075-e2647c1b1985,Social Media Management,Communication and Outreach,3.0,6.199999999999999,52.20689655172414,51.817490494296585
f5d920e4-57b5-4494-8add-896634ac08f0,Social Media Management,Communication and Outreach,2.0,4.5,30.01724137931035,30.361216730038027
67d19e2a-f7aa-4893-8323-be3f2580d99b,Social Media Management,Communication and Outreach,4.0,9.5,81.22413793103448,77.41444866920152
61a9fa9a-2fe8-4fd5-8992-98dda0730834,Social Media Management,Communication and Outreach,1.0,1.9,4.413793103448274,8.528517110266158
c64c1ec7-411a-4ead-851e-9ebc57283ee6,Social Media Management,Communication and Outreach,4.0,1.3,53.913793103448285,64.23954372623572
6703c943-e984-4a48-98c5-ac32dd0fb32b,Social Media Management,Communication and Outreach,3.0,5.6,50.5,54.45247148288973
1062e202-5eed-4fe1-b862-5c218616124d,Social Media Management,Communication and Outreach,3.0,3.1,41.96551724137932,48.429657794676814
b94be6e1-bd7a-4023-9ce6-d5f7312638de,Social Media Management,Communication and Outreach,1.0,8.5,26.603448275862064,21.326996197718636
f86c6d81-371c-4a3f-a558-b827fe5c313c,Social Media Management,Communication and Outreach,1.0,4.8,14.655172413793107,10.787072243346008
590c88d6-4f7c-48a7-8cc1-d35b9f22ea4d,Social Media Management,Communication and Outreach,5.0,7.8999999999999995,93.17241379310346,90.5893536121673
c0e2b2b7-03a3-43e4-9f14-bb6f1d395d3c,Marketing and Advertising,Communication and Outreach,2.0,4.8,31.724137931034488,28.102661596958175
36bea489-39fa-4805-93f0-cec6e6adff3b,Marketing and Advertising,Communication and Outreach,5.0,9.0,96.58620689655172,93.97718631178707
1dc90b7c-1237-41f2-b4a4-2e4080bca0ad,Marketing and Advertising,Communication and Outreach,1.0,1.5,2.706896551724139,3.6349809885931563
b689aaf2-ce2a-4015-875b-b5f29a41ae3d,Marketing and Advertising,Communication and Outreach,1.0,9.3,30.01724137931035,17.56273764258555
466db9fb-d03f-460f-b86d-3b7274b7ee27,Marketing and Advertising,Communication and Outreach,2.0,3.3000000000000003,26.603448275862064,24.714828897338403
c26dd359-9605-4b68-8b9a-781eed3955ae,Marketing and Advertising,Communication and Outreach,5.0,8.1,93.17241379310346,95.10646387832699
29c48aa4-6b64-4f50-89c4-646f9bdd060a,Marketing and Advertising,Communication and Outreach,5.0,8.0,93.17241379310346,89.46007604562737
b38561ac-b288-4960-bd98-585436385db3,Marketing and Advertising,Communication and Outreach,5.0,8.2,93.17241379310346,93.60076045627376
95a371ad-5d0b-4b40-8572-46eb66f10d53,Marketing and Advertising,Communication and Outreach,3.0,7.3,57.327586206896555,50.31178707224334
0e711481-a5f8-4556-afc2-4a47d0dc3cae,Marketing and Advertising,Communication and Outreach,2.0,5.5,33.43103448275862,34.125475285171106
be283e27-fe0e-4de7-b2a1-17c8a711936d,Newsletter and Email Campaigns,Communication and Outreach,2.0,4.0,28.310344827586206,25.091254752851714
a8074a6c-eade-4141-ad40-13b4d17867ff,Newsletter and Email Campaigns,Communication and Outreach,2.0,9.6,47.08620689655173,37.88973384030418
19f09d6e-90ee-4b73-9601-6065bc750e04,Newsletter and Email Campaigns,Communication and Outreach,4.0,4.5,64.15517241379311,64.23954372623572
29d42f07-30b9-4d4d-a858-ad03cd0de96c,Newsletter and Email Campaigns,Communication and Outreach,3.0,3.1,41.96551724137932,48.429657794676814
acb124aa-9182-4a4c-b29f-23f34031f565,Newsletter and Email Campaigns,Communication and Outreach,5.0,5.699999999999999,84.63793103448276,90.5893536121673
7fb40152-20e3-4f42-8266-06c2e6ea700d,Newsletter and Email Campaigns,Communication and Outreach,3.0,7.0,55.62068965517241,50.68821292775666
5e513207-56d4-433c-b761-31f9d9e83895,Newsletter and Email Campaigns,Communication and Outreach,3.0,7.8999999999999995,59.0344827586207,52.19391634980988
6d551efc-12a1-4504-8005-1e6d4e9eeb9d,Newsletter and Email Campaigns,Communication and Outreach,5.0,9.7,98.29310344827587,93.60076045627376
c341278d-3a63-49d6-bb29-4479de81476b,Newsletter and Email Campaigns,Communication and Outreach,2.0,4.7,30.01724137931035,33.372623574144484
b3c93ea5-ee22-4b1c-98a8-9218a5ebb0c5,Newsletter and Email Campaigns,Communication and Outreach,4.0,9.6,81.22413793103448,75.53231939163499
9076dde5-b9e9-4149-a408-68e2f726093a,Community Engagement,Communication and Outreach,2.0,5.8999999999999995,35.13793103448276,34.878326996197714
3a7614e3-7b66-4f71-8bee-1cd1cc1d5ded,Community Engagement,Communication and Outreach,4.0,4.4,64.15517241379311,68.00380228136882
6296c410-b488-4934-be4d-139deb28f99a,Community Engagement,Communication and Outreach,1.0,5.3,16.362068965517242,9.657794676806086
782a3948-4c80-4fcd-ae06-555f3619b21b,Community Engagement,Communication and Outreach,3.0,3.5,43.672413793103445,47.676806083650185
6577d110-0915-4f47-a990-e5ab27bce89f,Community Engagement,Communication and Outreach,2.0,5.8,35.13793103448276,32.99619771863118
97859237-ef62-4b7c-8cd9-01a87cbc0ea3,Community Engagement,Communication and Outreach,2.0,8.8,45.37931034482759,41.27756653992395
713e0fa7-69b1-4865-913b-ff28837b1ef6,Community Engagement,Communication and Outreach,5.0,7.8,93.17241379310346,89.83650190114068
7368a402-73c4-4c11-91c9-2a922ce68444,Community Engagement,Communication and Outreach,4.0,9.3,81.22413793103448,80.04942965779468
7278a2c3-fcdd-4cf0-9413-2a24c5d535ba,Community Engagement,Communication and Outreach,3.0,8.6,60.741379310344826,59.34600760456274
ae20bd3f-eee6-4a49-a69e-a606b9e97cfd,Community Engagement,Communication and Outreach,1.0,2.0,4.413793103448274,7.399239543726235
0cb97f6a-cfd0-44a5-94b0-a6a8a49d2a48,Grant Writing,Fundraising and Development,2.0,3.3000000000000003,26.603448275862064,30.737642585551328
604d4258-0b5f-4d69-849f-bf8db389a333,Grant Writing,Fundraising and Development,2.0,7.3,40.258620689655174,36.00760456273764
b41f7257-0e0e-4069-b878-10cb95f59b2a,Grant Writing,Fundraising and Development,5.0,4.9,82.93103448275863,90.212927756654
85f6e0bf-957e-4f68-8c98-3d2b2ec9e66a,Grant Writing,Fundraising and Development,2.0,8.8,45.37931034482759,38.6425855513308
6b35edb5-b924-4cb3-807c-5b5f68220aac,Grant Writing,Fundraising and Development,2.0,7.1000000000000005,38.55172413793103,32.619771863117876
e788e229-1869-4d43-97a9-6331f47ecbcd,Grant Writing,Fundraising and Development,5.0,1.5,70.98275862068965,80.42585551330797
6711280c-5cbb-4ad3-bc77-f8f8e7bb92ae,Grant Writing,Fundraising and Development,4.0,5.3,67.56896551724138,68.75665399239544
c2a8fea2-e9e3-4575-a86c-d7a36778d6bc,Grant Writing,Fundraising and Development,5.0,3.5,77.8103448275862,81.93155893536121
8a29392a-6e25-4d09-ad72-dd4e616bf03d,Grant Writing,Fundraising and Development,4.0,1.8,55.62068965517241,59.34600760456274
7834963a-e056-4054-ab09-8bb444b23e24,Grant Writing,Fundraising and Development,4.0,1.9,55.62068965517241,60.851711026615966
8ee302e1-7a7f-4334-8ab3-544b86be2191,Donor Relations,Fundraising and Development,2.0,4.2,28.310344827586206,30.361216730038027
b094be2b-b5e6-45dc-b340-46767476c464,Donor Relations,Fundraising and Development,3.0,4.0,45.37931034482759,47.676806083650185
3df94e3e-cf66-4509-8e82-6196bd285e5d,Donor Relations,Fundraising and Development,5.0,3.7,77.8103448275862,81.17870722433459
72011e3a-a345-46da-8ebd-440b895f98cd,Donor Relations,Fundraising and Development,3.0,4.4,47.08620689655173,48.80608365019011
a71ff719-7cd0-447c-8913-69c7fb356992,Donor Relations,Fundraising and Development,4.0,3.6,60.741379310344826,69.13307984790875
65a5c0d1-b2d1-4474-bead-4b679066646b,Donor Relations,Fundraising and Development,3.0,2.9000000000000004,41.96551724137932,46.171102661596954
391e02d3-0897-43ae-acdf-4535b65f2e86,Donor Relations,Fundraising and Development,4.0,9.200000000000001,79.51724137931035,74.02661596958175
15d13476-067b-4629-9374-6f376421b96b,Donor Relations,Fundraising and Development,5.0,5.6,84.63793103448276,89.83650190114068
9738c7a7-ddaa-41ab-872d-928a36a9961f,Donor Relations,Fundraising and Development,3.0,8.399999999999999,60.741379310344826,57.463878326996195
0e76bb14-545d-4a17-b87e-f692ce3dbedf,Donor Relations,Fundraising and Development,1.0,9.0,28.310344827586206,22.456273764258558
c4872e90-f48b-4433-82c1-f34fa58381fb,Fundraising Campaign Management,Fundraising and Development,4.0,4.2,62.44827586206897,64.23954372623572
ccde3cfa-324e-4148-966c-3257348c93e5,Fundraising Campaign Management,Fundraising and Development,2.0,3.2,24.896551724137932,28.479087452471482
dc69daef-7f45-4843-942c-19b1c0c670db,Fundraising Campaign Management,Fundraising and Development,5.0,4.8,82.93103448275863,89.08365019011407
cd2ab13b-bc16-45a0-9266-5a2a0958451b,Fundraising Campaign Management,Fundraising and Development,5.0,8.9,96.58620689655172,97.74144486692015
94079b20-1767-4052-85ab-3aac9665319f,Fundraising Campaign Management,Fundraising and Development,4.0,6.6,70.98275862068965,72.1444866920152
b6e75161-a9cb-4a66-bed7-443c800252c1,Fundraising Campaign Management,Fundraising and Development,5.0,3.6,77.8103448275862,82.30798479087451
2b7c2255-2125-4cca-8727-ea963f8894f1,Fundraising Campaign Management,Fundraising and Development,3.0,4.6000000000000005,47.08620689655173,49.55893536121673
6b27f3bb-56e3-491c-9a59-ce3b694ec353,Fundraising Campaign Management,Fundraising and Development,4.0,1.2,52.20689655172414,62.73384030418251
5fa33c60-1d8b-4bbc-a691-45ebcb579609,Fundraising Campaign Management,Fundraising and Development,1.0,1.4,2.706896551724139,6.269961977186313
b9fd297d-7e89-4d56-8ed7-87a2a7bae2a7,Fundraising Campaign Management,Fundraising and Development,4.0,3.9000000000000004,62.44827586206897,67.2509505703422
1903dbcb-d406-449b-9bf7-8a72422a4f57,Financial Reporting,Fundraising and Development,4.0,2.6000000000000005,57.327586206896555,65.74524714828898
7a535000-b813-4a80-a6fc-7e86f24bb0e3,Financial Reporting,Fundraising and Development,2.0,7.8,41.96551724137932,37.88973384030418
a9e40517-04c6-43f7-8f96-a9e565537df1,Financial Reporting,Fundraising and Development,1.0,2.4,6.1206896551724155,8.904942965779469
b150d0fe-1a56-4331-98f7-7b98959c0ec3,Financial Reporting,Fundraising and Development,5.0,2.3000000000000003,74.39655172413794,80.04942965779468
0547b6f8-a028-47c6-ab09-64cbaee5a339,Financial Reporting,Fundraising and Development,4.0,2.3000000000000003,57.327586206896555,65.74524714828898
65e292b9-d921-4978-8297-c06cf6acedac,Financial Reporting,Fundraising and Development,3.0,5.2,48.79310344827587,48.053231939163496
752005b2-de4f-44c3-bb65-6929f9ae7312,Financial Reporting,Fundraising and Development,5.0,6.3999999999999995,88.05172413793105,91.71863117870721
e3356578-3696-4268-8643-5958c52e5526,Financial Reporting,Fundraising and Development,4.0,3.8,62.44827586206897,63.48669201520913
df99bb56-4192-4c1c-8922-ed3aa8f311d3,Financial Reporting,Fundraising and Development,1.0,5.1,14.655172413793107,11.539923954372625
6eed9466-1606-4cb3-9088-b76f2b88a55c,Financial Reporting,Fundraising and Development,5.0,2.6000000000000005,74.39655172413794,81.55513307984789
20329153-3438-4bd1-8153-5f4d3712e408,Proposal Writing,Fundraising and Development,2.0,4.4,30.01724137931035,32.619771863117876
0b99788c-e7fa-47a6-b3f7-f2d8962bc678,Proposal Writing,Fundraising and Development,2.0,7.5,40.258620689655174,35.631178707224336
5c367726-7313-4a6c-9500-11bd66395c42,Proposal Writing,Fundraising and Development,2.0,3.5,26.603448275862064,26.220532319391637
ce1f421a-b65e-4483-a160-1f8c448aa4fc,Proposal Writing,Fundraising and Development,1.0,9.0,28.310344827586206,19.068441064638783
c881f055-f9a5-4fb4-a0de-c8f140124b65,Proposal Writing,Fundraising and Development,4.0,9.9,82.93103448275863,78.54372623574145
0428550e-1de6-4fe1-981a-8dbe2d2abeaa,Proposal Writing,Fundraising and Development,1.0,1.1,1.0,1.3764258555133084
045780c1-7a13-4276-a2c9-a0a5fd60aede,Proposal Writing,Fundraising and Development,4.0,6.799999999999999,72.6896551724138,68.75665399239544
2b8f6bfe-fe7c-46f9-b1be-c520b9febe81,Proposal Writing,Fundraising and Development,4.0,3.6,60.741379310344826,64.99239543726236
b467054a-9762-467c-93cc-f9e0ee0f64e6,Proposal Writing,Fundraising and Development,5.0,3.2,76.10344827586206,80.42585551330797
bb8a7b57-2018-4dca-bced-8b5a34d7ac58,Proposal Writing,Fundraising and Development,4.0,3.9000000000000004,62.44827586206897,62.73384030418251
08169a3d-29b4-4dfd-af79-5a6c763af560,Event Fundraising,Fundraising and Development,3.0,3.2,41.96551724137932,45.41825095057034
5577baa8-88b5-4c9b-a381-af9c682ef167,Event Fundraising,Fundraising and Development,3.0,1.6999999999999997,36.844827586206904,45.04182509505703
383ddd3a-613f-4ff3-a595-150a71e86fb6,Event Fundraising,Fundraising and Development,5.0,4.2,79.51724137931035,83.81368821292776
787f72e3-1848-45e6-b77e-9ad4cfe4ca40,Event Fundraising,Fundraising and Development,3.0,1.2,35.13793103448276,45.79467680608365
af9a935d-69a2-4957-b6e2-d5a5496165c7,Event Fundraising,Fundraising and Development,1.0,5.6,16.362068965517242,11.163498098859314
86a2266c-e774-475f-8a82-feaceedcbcb4,Event Fundraising,Fundraising and Development,2.0,7.5,40.258620689655174,35.254752851711025
2bd05553-575f-479e-82bb-8bbde6efed60,Event Fundraising,Fundraising and Development,5.0,7.1000000000000005,89.75862068965517,89.08365019011407
a831d0c2-a205-44b5-8fdb-f0ce0fbc6734,Event Fundraising,Fundraising and Development,5.0,5.8999999999999995,86.34482758620689,87.57794676806083
5d5f6a3d-1787-45ec-b24f-33c1de736ffa,Event Fundraising,Fundraising and Development,5.0,8.7,94.87931034482759,95.48288973384031
